patch_name,parent_scene_id,region_acronym,has_methane,grid_location,split
20220815T140823_000497_ME_1_r01_c00.tif,20220815T140823_000497,ME,1,r01_c00,train
20220815T140823_000497_ME_1_r01_c01.tif,20220815T140823_000497,ME,1,r01_c01,train
20220816T034409_000741_ST_1_r00_c00.tif,20220816T034409_000741,ST,1,r00_c00,train
20220816T101035_000502_ST_1_r00_c00.tif,20220816T101035_000502,ST,1,r00_c00,train
20220816T101058_000500_ST_1_r00_c00.tif,20220816T101058_000500,ST,1,r00_c00,train
20220816T114505_000498_EU_1_r00_c00.tif,20220816T114505_000498,EU,1,r00_c00,train
20220817T043235_000743_ST_1_r00_c00.tif,20220817T043235_000743,ST,1,r00_c00,train
20220817T043235_000744_ST_1_r00_c00.tif,20220817T043235_000744,ST,1,r00_c00,train
20220817T092038_000503_ST_1_r00_c00.tif,20220817T092038_000503,ST,1,r00_c00,train
20220818T034231_000507_ST_1_r00_c00.tif,20220818T034231_000507,ST,1,r00_c00,train
20220818T070105_000508_CM_1_r00_c00.tif,20220818T070105_000508,CM,1,r00_c00,val
20220818T083506_000506_ST_1_r00_c00.tif,20220818T083506_000506,ST,1,r00_c00,train
20220818T114440_000505_ME_1_r00_c00.tif,20220818T114440_000505,ME,1,r00_c00,train
20220819T092231_000510_ST_1_r00_c00.tif,20220819T092231_000510,ST,1,r00_c00,train
20220819T123047_000511_ME_1_r00_c00.tif,20220819T123047_000511,ME,1,r00_c00,train
20220820T052804_000514_CM_1_r00_c00.tif,20220820T052804_000514,CM,1,r00_c00,val
20220820T083324_000512_ST_1_r00_c00.tif,20220820T083324_000512,ST,1,r00_c00,train
20220820T083324_000513_ST_0_r00_c00.tif,20220820T083324_000513,ST,0,r00_c00,train
20220820T083324_000513_ST_1_r01_c00.tif,20220820T083324_000513,ST,1,r01_c00,train
20220820T083324_000513_ST_1_r01_c01.tif,20220820T083324_000513,ST,1,r01_c01,train
20220820T083324_000513_ST_1_r02_c00.tif,20220820T083324_000513,ST,1,r02_c00,train
20220820T083324_000513_ST_1_r02_c01.tif,20220820T083324_000513,ST,1,r02_c01,train
20220820T083324_000513_ST_1_r02_c02.tif,20220820T083324_000513,ST,1,r02_c02,train
20220820T083324_000513_ST_1_r03_c00.tif,20220820T083324_000513,ST,1,r03_c00,train
20220820T083324_000513_ST_1_r03_c01.tif,20220820T083324_000513,ST,1,r03_c01,train
20220820T083324_000513_ST_1_r03_c02.tif,20220820T083324_000513,ST,1,r03_c02,train
20220820T100739_002712_EU_1_r00_c00.tif,20220820T100739_002712,EU,1,r00_c00,train
20220820T100937_002713_ME_1_r00_c00.tif,20220820T100937_002713,ME,1,r00_c00,train
20220820T101039_002715_ME_1_r00_c00.tif,20220820T101039_002715,ME,1,r00_c00,train
20220821T110023_002719_ME_1_r00_c00.tif,20220821T110023_002719,ME,1,r00_c00,train
20220821T110023_002720_ME_1_r00_c00.tif,20220821T110023_002720,ME,1,r00_c00,train
20220822T065713_000517_ST_1_r00_c00.tif,20220822T065713_000517,ST,1,r00_c00,train
20220822T100653_000516_ME_1_r00_c00.tif,20220822T100653_000516,ME,1,r00_c00,train
20220823T074504_000519_ST_1_r00_c00.tif,20220823T074504_000519,ST,1,r00_c00,train
20220823T074504_000519_ST_1_r00_c01.tif,20220823T074504_000519,ST,1,r00_c01,train
20220823T074504_000519_ST_1_r01_c00.tif,20220823T074504_000519,ST,1,r01_c00,train
20220823T074504_000519_ST_1_r01_c01.tif,20220823T074504_000519,ST,1,r01_c01,train
20220823T074504_000520_ST_1_r00_c00.tif,20220823T074504_000520,ST,1,r00_c00,train
20220823T074504_000522_ST_1_r00_c00.tif,20220823T074504_000522,ST,1,r00_c00,train
20220823T074504_000523_ST_1_r00_c00.tif,20220823T074504_000523,ST,1,r00_c00,train
20220826T065435_000528_ST_1_r00_c00.tif,20220826T065435_000528,ST,1,r00_c00,train
20220826T065435_000529_ST_1_r00_c00.tif,20220826T065435_000529,ST,1,r00_c00,train
20220826T065435_000530_ST_1_r00_c00.tif,20220826T065435_000530,ST,1,r00_c00,train
20220826T065435_000531_ST_1_r00_c00.tif,20220826T065435_000531,ST,1,r00_c00,train
20220826T082915_000527_ME_1_r00_c00.tif,20220826T082915_000527,ME,1,r00_c00,train
20220826T082915_000527_ME_1_r00_c01.tif,20220826T082915_000527,ME,1,r00_c01,train
20220826T082915_000527_ME_1_r01_c00.tif,20220826T082915_000527,ME,1,r01_c00,train
20220826T082915_000527_ME_1_r01_c01.tif,20220826T082915_000527,ME,1,r01_c01,train
20220826T174642_000524_AM_1_r00_c00.tif,20220826T174642_000524,AM,1,r00_c00,train
20220826T174642_000525_AM_1_r00_c00.tif,20220826T174642_000525,AM,1,r00_c00,train
20220827T060730_000533_ST_1_r00_c00.tif,20220827T060730_000533,ST,1,r00_c00,train
20220827T060753_000534_ST_1_r00_c00.tif,20220827T060753_000534,ST,1,r00_c00,train
20220827T060753_000535_ST_1_r00_c00.tif,20220827T060753_000535,ST,1,r00_c00,train
20220827T060753_000536_ST_1_r00_c00.tif,20220827T060753_000536,ST,1,r00_c00,train
20220827T060753_000537_ST_1_r00_c00.tif,20220827T060753_000537,ST,1,r00_c00,train
20220827T060753_000538_ST_0_r00_c02.tif,20220827T060753_000538,ST,0,r00_c02,train
20220827T060753_000538_ST_0_r00_c03.tif,20220827T060753_000538,ST,0,r00_c03,train
20220827T060753_000538_ST_1_r00_c00.tif,20220827T060753_000538,ST,1,r00_c00,train
20220827T060753_000538_ST_1_r00_c01.tif,20220827T060753_000538,ST,1,r00_c01,train
20220827T060753_000538_ST_1_r01_c00.tif,20220827T060753_000538,ST,1,r01_c00,train
20220827T060753_000538_ST_1_r01_c01.tif,20220827T060753_000538,ST,1,r01_c01,train
20220827T060753_000538_ST_1_r01_c02.tif,20220827T060753_000538,ST,1,r01_c02,train
20220827T060753_000538_ST_1_r01_c03.tif,20220827T060753_000538,ST,1,r01_c03,train
20220827T060753_000538_ST_1_r02_c00.tif,20220827T060753_000538,ST,1,r02_c00,train
20220827T060753_000538_ST_1_r02_c01.tif,20220827T060753_000538,ST,1,r02_c01,train
20220827T060753_000538_ST_1_r02_c02.tif,20220827T060753_000538,ST,1,r02_c02,train
20220827T060753_000538_ST_1_r02_c03.tif,20220827T060753_000538,ST,1,r02_c03,train
20220827T060753_000539_ST_1_r00_c00.tif,20220827T060753_000539,ST,1,r00_c00,train
20220827T060753_000540_ST_1_r00_c00.tif,20220827T060753_000540,ST,1,r00_c00,train
20220827T060753_000541_ST_1_r00_c00.tif,20220827T060753_000541,ST,1,r00_c00,train
20220827T074030_000542_EU_1_r00_c00.tif,20220827T074030_000542,EU,1,r00_c00,train
20220827T104927_000526_ME_1_r00_c00.tif,20220827T104927_000526,ME,1,r00_c00,train
20220828T051853_000915_ST_1_r00_c00.tif,20220828T051853_000915,ST,1,r00_c00,train
20220828T051853_000915_ST_1_r00_c01.tif,20220828T051853_000915,ST,1,r00_c01,train
20220828T051853_000915_ST_1_r01_c01.tif,20220828T051853_000915,ST,1,r01_c01,train
20220828T051905_000916_ST_1_r00_c00.tif,20220828T051905_000916,ST,1,r00_c00,train
20220828T051905_000916_ST_1_r00_c01.tif,20220828T051905_000916,ST,1,r00_c01,train
20220828T051905_000916_ST_1_r01_c00.tif,20220828T051905_000916,ST,1,r01_c00,train
20220828T051905_000916_ST_1_r01_c01.tif,20220828T051905_000916,ST,1,r01_c01,train
20220828T051905_000917_ST_1_r00_c00.tif,20220828T051905_000917,ST,1,r00_c00,train
20220828T051917_000918_ST_1_r00_c00.tif,20220828T051917_000918,ST,1,r00_c00,train
20220828T051929_000919_ST_1_r00_c00.tif,20220828T051929_000919,ST,1,r00_c00,train
20220828T051929_000920_ST_1_r00_c00.tif,20220828T051929_000920,ST,1,r00_c00,train
20220828T051941_000921_ST_0_r00_c00.tif,20220828T051941_000921,ST,0,r00_c00,train
20220828T051941_000921_ST_0_r00_c01.tif,20220828T051941_000921,ST,0,r00_c01,train
20220828T051941_000921_ST_0_r01_c00.tif,20220828T051941_000921,ST,0,r01_c00,train
20220828T051941_000921_ST_0_r03_c02.tif,20220828T051941_000921,ST,0,r03_c02,train
20220828T051941_000921_ST_0_r04_c02.tif,20220828T051941_000921,ST,0,r04_c02,train
20220828T051941_000921_ST_1_r00_c02.tif,20220828T051941_000921,ST,1,r00_c02,train
20220828T051941_000921_ST_1_r01_c01.tif,20220828T051941_000921,ST,1,r01_c01,train
20220828T051941_000921_ST_1_r01_c02.tif,20220828T051941_000921,ST,1,r01_c02,train
20220828T051941_000921_ST_1_r02_c00.tif,20220828T051941_000921,ST,1,r02_c00,train
20220828T051941_000921_ST_1_r02_c01.tif,20220828T051941_000921,ST,1,r02_c01,train
20220828T051941_000921_ST_1_r02_c02.tif,20220828T051941_000921,ST,1,r02_c02,train
20220828T051941_000921_ST_1_r03_c00.tif,20220828T051941_000921,ST,1,r03_c00,train
20220828T051941_000921_ST_1_r03_c01.tif,20220828T051941_000921,ST,1,r03_c01,train
20220828T051941_000921_ST_1_r04_c00.tif,20220828T051941_000921,ST,1,r04_c00,train
20220828T051941_000921_ST_1_r04_c01.tif,20220828T051941_000921,ST,1,r04_c01,train
20220828T051941_000922_ST_1_r00_c00.tif,20220828T051941_000922,ST,1,r00_c00,train
20220828T051941_000922_ST_1_r00_c01.tif,20220828T051941_000922,ST,1,r00_c01,train
20220828T051941_000922_ST_1_r01_c00.tif,20220828T051941_000922,ST,1,r01_c00,train
20220828T051941_000922_ST_1_r01_c01.tif,20220828T051941_000922,ST,1,r01_c01,train
20220828T065300_000925_EU_1_r00_c00.tif,20220828T065300_000925,EU,1,r00_c00,train
20220828T065324_000924_EU_1_r00_c00.tif,20220828T065324_000924,EU,1,r00_c00,train
20220828T065550_000923_ME_1_r00_c00.tif,20220828T065550_000923,ME,1,r00_c00,train
20220828T065626_002733_ME_1_r00_c00.tif,20220828T065626_002733,ME,1,r00_c00,train
20220828T082847_000926_ME_1_r00_c00.tif,20220828T082847_000926,ME,1,r00_c00,train
20220828T082847_000927_ME_1_r00_c00.tif,20220828T082847_000927,ME,1,r00_c00,train
20220828T082847_000928_ME_1_r00_c00.tif,20220828T082847_000928,ME,1,r00_c00,train
20220828T082847_000929_ME_1_r00_c00.tif,20220828T082847_000929,ME,1,r00_c00,train
20220828T082847_000930_ME_1_r00_c00.tif,20220828T082847_000930,ME,1,r00_c00,train
20220829T060627_000543_ME_1_r00_c00.tif,20220829T060627_000543,ME,1,r00_c00,train
20220829T060913_000544_AS_0_r00_c00.tif,20220829T060913_000544,AS,0,r00_c00,test
20220829T060913_000544_AS_0_r00_c01.tif,20220829T060913_000544,AS,0,r00_c01,test
20220829T060913_000544_AS_0_r00_c02.tif,20220829T060913_000544,AS,0,r00_c02,test
20220829T060913_000544_AS_0_r00_c03.tif,20220829T060913_000544,AS,0,r00_c03,test
20220829T060913_000544_AS_0_r01_c03.tif,20220829T060913_000544,AS,0,r01_c03,test
20220829T060913_000544_AS_0_r02_c03.tif,20220829T060913_000544,AS,0,r02_c03,test
20220829T060913_000544_AS_0_r03_c03.tif,20220829T060913_000544,AS,0,r03_c03,test
20220829T060913_000544_AS_1_r01_c01.tif,20220829T060913_000544,AS,1,r01_c01,test
20220829T060913_000544_AS_1_r01_c02.tif,20220829T060913_000544,AS,1,r01_c02,test
20220829T060913_000544_AS_1_r02_c02.tif,20220829T060913_000544,AS,1,r02_c02,test
20220829T060913_000545_AS_1_r00_c00.tif,20220829T060913_000545,AS,1,r00_c00,test
20220829T060913_000545_AS_1_r00_c01.tif,20220829T060913_000545,AS,1,r00_c01,test
20220829T060913_000545_AS_1_r01_c00.tif,20220829T060913_000545,AS,1,r01_c00,test
20220829T060913_000545_AS_1_r01_c01.tif,20220829T060913_000545,AS,1,r01_c01,test
20220829T165553_000740_AM_1_r00_c00.tif,20220829T165553_000740,AM,1,r00_c00,train
20220830T065244_000546_ME_1_r00_c00.tif,20220830T065244_000546,ME,1,r00_c00,train
20220830T065244_000546_ME_1_r00_c01.tif,20220830T065244_000546,ME,1,r00_c01,train
20220830T065244_000546_ME_1_r01_c00.tif,20220830T065244_000546,ME,1,r01_c00,train
20220830T065244_000546_ME_1_r01_c01.tif,20220830T065244_000546,ME,1,r01_c01,train
20220831T060702_000547_ME_1_r00_c00.tif,20220831T060702_000547,ME,1,r00_c00,train
20220831T060702_000548_ME_1_r00_c00.tif,20220831T060702_000548,ME,1,r00_c00,train
20220831T060702_000548_ME_1_r01_c00.tif,20220831T060702_000548,ME,1,r01_c00,train
20220831T060702_000548_ME_1_r01_c01.tif,20220831T060702_000548,ME,1,r01_c01,train
20220831T060738_002200_ME_1_r00_c00.tif,20220831T060738_002200,ME,1,r00_c00,train
20220901T034318_000554_ST_1_r00_c00.tif,20220901T034318_000554,ST,1,r00_c00,train
20220901T034318_000555_ST_1_r00_c00.tif,20220901T034318_000555,ST,1,r00_c00,train
20220901T034318_000556_ST_1_r00_c00.tif,20220901T034318_000556,ST,1,r00_c00,train
20220901T034318_000557_ST_1_r00_c00.tif,20220901T034318_000557,ST,1,r00_c00,train
20220901T034318_000558_ST_1_r00_c00.tif,20220901T034318_000558,ST,1,r00_c00,train
20220901T034318_000559_ST_1_r00_c00.tif,20220901T034318_000559,ST,1,r00_c00,train
20220901T034318_000560_ST_1_r00_c00.tif,20220901T034318_000560,ST,1,r00_c00,train
20220901T034318_000561_ST_1_r00_c00.tif,20220901T034318_000561,ST,1,r00_c00,train
20220901T034318_000562_ST_1_r01_c00.tif,20220901T034318_000562,ST,1,r01_c00,train
20220901T034318_000562_ST_1_r01_c01.tif,20220901T034318_000562,ST,1,r01_c01,train
20220901T034318_000563_ST_1_r00_c00.tif,20220901T034318_000563,ST,1,r00_c00,train
20220901T034318_000564_ST_1_r00_c00.tif,20220901T034318_000564,ST,1,r00_c00,train
20220901T034318_000565_ST_1_r00_c00.tif,20220901T034318_000565,ST,1,r00_c00,train
20220901T051709_000550_ME_1_r00_c00.tif,20220901T051709_000550,ME,1,r00_c00,train
20220901T051720_000551_ME_1_r00_c00.tif,20220901T051720_000551,ME,1,r00_c00,train
20220901T051920_000552_ME_1_r00_c00.tif,20220901T051920_000552,ME,1,r00_c00,train
20220901T082525_000549_ME_0_r00_c00.tif,20220901T082525_000549,ME,0,r00_c00,train
20220901T082525_000549_ME_0_r00_c02.tif,20220901T082525_000549,ME,0,r00_c02,train
20220901T082525_000549_ME_0_r01_c00.tif,20220901T082525_000549,ME,0,r01_c00,train
20220901T082525_000549_ME_0_r01_c03.tif,20220901T082525_000549,ME,0,r01_c03,train
20220901T082525_000549_ME_0_r02_c00.tif,20220901T082525_000549,ME,0,r02_c00,train
20220901T082525_000549_ME_0_r02_c03.tif,20220901T082525_000549,ME,0,r02_c03,train
20220901T082525_000549_ME_0_r03_c00.tif,20220901T082525_000549,ME,0,r03_c00,train
20220901T082525_000549_ME_0_r03_c01.tif,20220901T082525_000549,ME,0,r03_c01,train
20220901T082525_000549_ME_0_r03_c03.tif,20220901T082525_000549,ME,0,r03_c03,train
20220901T082525_000549_ME_1_r00_c01.tif,20220901T082525_000549,ME,1,r00_c01,train
20220901T082525_000549_ME_1_r01_c01.tif,20220901T082525_000549,ME,1,r01_c01,train
20220901T082525_000549_ME_1_r01_c02.tif,20220901T082525_000549,ME,1,r01_c02,train
20220901T082525_000549_ME_1_r02_c01.tif,20220901T082525_000549,ME,1,r02_c01,train
20220901T082525_000549_ME_1_r02_c02.tif,20220901T082525_000549,ME,1,r02_c02,train
20220901T082525_000549_ME_1_r03_c02.tif,20220901T082525_000549,ME,1,r03_c02,train
20220903T051924_000568_ME_0_r00_c01.tif,20220903T051924_000568,ME,0,r00_c01,train
20220903T051924_000568_ME_0_r00_c02.tif,20220903T051924_000568,ME,0,r00_c02,train
20220903T051924_000568_ME_0_r00_c03.tif,20220903T051924_000568,ME,0,r00_c03,train
20220903T051924_000568_ME_0_r01_c02.tif,20220903T051924_000568,ME,0,r01_c02,train
20220903T051924_000568_ME_0_r01_c03.tif,20220903T051924_000568,ME,0,r01_c03,train
20220903T051924_000568_ME_0_r03_c00.tif,20220903T051924_000568,ME,0,r03_c00,train
20220903T051924_000568_ME_1_r00_c00.tif,20220903T051924_000568,ME,1,r00_c00,train
20220903T051924_000568_ME_1_r01_c00.tif,20220903T051924_000568,ME,1,r01_c00,train
20220903T051924_000568_ME_1_r01_c01.tif,20220903T051924_000568,ME,1,r01_c01,train
20220903T051924_000568_ME_1_r02_c00.tif,20220903T051924_000568,ME,1,r02_c00,train
20220903T051924_000568_ME_1_r02_c01.tif,20220903T051924_000568,ME,1,r02_c01,train
20220903T051924_000568_ME_1_r02_c02.tif,20220903T051924_000568,ME,1,r02_c02,train
20220903T051924_000568_ME_1_r02_c03.tif,20220903T051924_000568,ME,1,r02_c03,train
20220903T051924_000568_ME_1_r03_c01.tif,20220903T051924_000568,ME,1,r03_c01,train
20220903T051924_000568_ME_1_r03_c02.tif,20220903T051924_000568,ME,1,r03_c02,train
20220903T051924_000568_ME_1_r03_c03.tif,20220903T051924_000568,ME,1,r03_c03,train
20220903T065056_002339_ME_1_r00_c00.tif,20220903T065056_002339,ME,1,r00_c00,train
20220903T065242_000567_ME_1_r00_c00.tif,20220903T065242_000567,ME,1,r00_c00,train
20220903T082537_000566_ME_1_r00_c00.tif,20220903T082537_000566,ME,1,r00_c00,train
20220909T070254_000569_SA_1_r00_c00.tif,20220909T070254_000569,SA,1,r00_c00,test
20220909T070306_000570_SA_1_r00_c00.tif,20220909T070306_000570,SA,1,r00_c00,test
20220909T070306_000571_SA_1_r00_c00.tif,20220909T070306_000571,SA,1,r00_c00,test
20220909T070306_000572_SA_1_r00_c00.tif,20220909T070306_000572,SA,1,r00_c00,test
20230107T143818_000574_SA_1_r00_c00.tif,20230107T143818_000574,SA,1,r00_c00,test
20230111T130107_000576_SA_1_r00_c00.tif,20230111T130107_000576,SA,1,r00_c00,test
20230111T130218_000575_SA_1_r00_c00.tif,20230111T130218_000575,SA,1,r00_c00,test
20230119T040223_000578_AU_1_r00_c00.tif,20230119T040223_000578,AU,1,r00_c00,val
20230119T040223_000579_AU_1_r00_c00.tif,20230119T040223_000579,AU,1,r00_c00,val
20230121T161834_000581_SA_1_r00_c00.tif,20230121T161834_000581,SA,1,r00_c00,test
20230122T153151_000582_SA_1_r00_c00.tif,20230122T153151_000582,SA,1,r00_c00,test
20230123T085311_000583_AS_1_r00_c00.tif,20230123T085311_000583,AS,1,r00_c00,test
20230125T004744_000584_AU_1_r00_c00.tif,20230125T004744_000584,AU,1,r00_c00,val
20230125T004744_000586_AU_1_r00_c00.tif,20230125T004744_000586,AU,1,r00_c00,val
20230126T062716_000587_AS_1_r00_c00.tif,20230126T062716_000587,AS,1,r00_c00,test
20230126T124335_000590_ME_1_r00_c00.tif,20230126T124335_000590,ME,1,r00_c00,train
20230127T162104_000591_SA_1_r00_c00.tif,20230127T162104_000591,SA,1,r00_c00,test
20230127T162104_000592_SA_1_r00_c00.tif,20230127T162104_000592,SA,1,r00_c00,test
20230128T124118_000593_ME_1_r00_c00.tif,20230128T124118_000593,ME,1,r00_c00,train
20230128T124118_000594_ME_1_r00_c00.tif,20230128T124118_000594,ME,1,r00_c00,train
20230128T124130_000595_ME_1_r00_c00.tif,20230128T124130_000595,ME,1,r00_c00,train
20230129T084611_000738_ME_1_r00_c00.tif,20230129T084611_000738,ME,1,r00_c00,train
20230129T130321_000596_SA_1_r00_c00.tif,20230129T130321_000596,SA,1,r00_c00,test
20230129T130333_000597_SA_1_r00_c00.tif,20230129T130333_000597,SA,1,r00_c00,test
20230130T093555_000598_ME_1_r00_c00.tif,20230130T093555_000598,ME,1,r00_c00,train
20230130T184923_000739_AM_1_r00_c00.tif,20230130T184923_000739,AM,1,r00_c00,train
20230131T053924_000600_AS_1_r00_c00.tif,20230131T053924_000600,AS,1,r00_c00,test
20230131T053936_000601_AS_0_r02_c03.tif,20230131T053936_000601,AS,0,r02_c03,test
20230131T053936_000601_AS_0_r02_c04.tif,20230131T053936_000601,AS,0,r02_c04,test
20230131T053936_000601_AS_0_r02_c05.tif,20230131T053936_000601,AS,0,r02_c05,test
20230131T053936_000601_AS_1_r00_c01.tif,20230131T053936_000601,AS,1,r00_c01,test
20230131T053936_000601_AS_1_r00_c02.tif,20230131T053936_000601,AS,1,r00_c02,test
20230131T053936_000601_AS_1_r00_c03.tif,20230131T053936_000601,AS,1,r00_c03,test
20230131T053936_000601_AS_1_r00_c04.tif,20230131T053936_000601,AS,1,r00_c04,test
20230131T053936_000601_AS_1_r00_c05.tif,20230131T053936_000601,AS,1,r00_c05,test
20230131T053936_000601_AS_1_r01_c00.tif,20230131T053936_000601,AS,1,r01_c00,test
20230131T053936_000601_AS_1_r01_c01.tif,20230131T053936_000601,AS,1,r01_c01,test
20230131T053936_000601_AS_1_r01_c02.tif,20230131T053936_000601,AS,1,r01_c02,test
20230131T053936_000601_AS_1_r01_c03.tif,20230131T053936_000601,AS,1,r01_c03,test
20230131T053936_000601_AS_1_r01_c04.tif,20230131T053936_000601,AS,1,r01_c04,test
20230131T053936_000601_AS_1_r01_c05.tif,20230131T053936_000601,AS,1,r01_c05,test
20230131T053936_000601_AS_1_r02_c00.tif,20230131T053936_000601,AS,1,r02_c00,test
20230131T053936_000601_AS_1_r02_c01.tif,20230131T053936_000601,AS,1,r02_c01,test
20230131T053936_000601_AS_1_r02_c02.tif,20230131T053936_000601,AS,1,r02_c02,test
20230131T054317_000602_CM_1_r00_c00.tif,20230131T054317_000602,CM,1,r00_c00,val
20230131T054340_000603_CM_1_r00_c00.tif,20230131T054340_000603,CM,1,r00_c00,val
20230131T054340_000604_CM_1_r00_c00.tif,20230131T054340_000604,CM,1,r00_c00,val
20230131T084913_000599_ST_1_r00_c00.tif,20230131T084913_000599,ST,1,r00_c00,train
20230201T075326_000605_ME_1_r00_c00.tif,20230201T075326_000605,ME,1,r00_c00,train
20230202T070803_000606_ME_1_r00_c00.tif,20230202T070803_000606,ME,1,r00_c00,train
20230202T070803_000610_ME_1_r00_c00.tif,20230202T070803_000610,ME,1,r00_c00,train
20230202T193821_000611_AM_1_r00_c00.tif,20230202T193821_000611,AM,1,r00_c00,train
20230203T062256_000614_AS_1_r00_c00.tif,20230203T062256_000614,AS,1,r00_c00,test
20230203T062629_000615_CM_1_r00_c00.tif,20230203T062629_000615,CM,1,r00_c00,val
20230203T062629_000616_CM_1_r00_c00.tif,20230203T062629_000616,CM,1,r00_c00,val
20230203T171434_000613_AM_1_r00_c00.tif,20230203T171434_000613,AM,1,r00_c00,train
20230204T040649_000617_CM_1_r00_c00.tif,20230204T040649_000617,CM,1,r00_c00,val
20230204T041009_000618_CM_1_r00_c00.tif,20230204T041009_000618,CM,1,r00_c00,val
20230204T070701_000621_ME_0_r00_c00.tif,20230204T070701_000621,ME,0,r00_c00,train
20230204T070701_000621_ME_0_r00_c01.tif,20230204T070701_000621,ME,0,r00_c01,train
20230204T070701_000621_ME_0_r00_c02.tif,20230204T070701_000621,ME,0,r00_c02,train
20230204T070701_000621_ME_0_r00_c03.tif,20230204T070701_000621,ME,0,r00_c03,train
20230204T070701_000621_ME_0_r02_c03.tif,20230204T070701_000621,ME,0,r02_c03,train
20230204T070701_000621_ME_0_r03_c00.tif,20230204T070701_000621,ME,0,r03_c00,train
20230204T070701_000621_ME_0_r03_c01.tif,20230204T070701_000621,ME,0,r03_c01,train
20230204T070701_000621_ME_0_r03_c02.tif,20230204T070701_000621,ME,0,r03_c02,train
20230204T070701_000621_ME_0_r03_c03.tif,20230204T070701_000621,ME,0,r03_c03,train
20230204T070701_000621_ME_1_r01_c00.tif,20230204T070701_000621,ME,1,r01_c00,train
20230204T070701_000621_ME_1_r01_c01.tif,20230204T070701_000621,ME,1,r01_c01,train
20230204T070701_000621_ME_1_r01_c02.tif,20230204T070701_000621,ME,1,r01_c02,train
20230204T070701_000621_ME_1_r01_c03.tif,20230204T070701_000621,ME,1,r01_c03,train
20230204T070701_000621_ME_1_r02_c00.tif,20230204T070701_000621,ME,1,r02_c00,train
20230204T070701_000621_ME_1_r02_c01.tif,20230204T070701_000621,ME,1,r02_c01,train
20230204T070701_000621_ME_1_r02_c02.tif,20230204T070701_000621,ME,1,r02_c02,train
20230204T071117_000622_ST_1_r00_c00.tif,20230204T071117_000622,ST,1,r00_c00,train
20230204T071144_000623_ST_1_r00_c00.tif,20230204T071144_000623,ST,1,r00_c00,train
